,국적(지역)별(1),성별(1),variable,value
1991,오세아니아주계,제3의성,2014.35,-
1992,아프리카주계,계,2014.35,-
1993,아프리카주계,남자,2014.35,0
1994,아프리카주계,여자,2014.35,0
1995,기타계,계,2014.35,-
1996,기타계,남자,2014.35,0
1997,기타계,여자,2014.35,0
1998,국적(지역)별(1),성별(1),2014.36,방문취업(H-2)
1999,총계,계,2014.36,282670
2000,총계,남자,2014.36,159181
2001,총계,여자,2014.36,123489
2002,총계,제3의성,2014.36,-
2003,아시아주계,계,2014.36,-
2004,아시아주계,남자,2014.36,158840
2005,아시아주계,여자,2014.36,123143
2006,북아메리카주계,계,2014.36,-
2007,북아메리카주계,남자,2014.36,1
2008,북아메리카주계,여자,2014.36,0
2009,남아메리카주계,계,2014.36,-
2010,남아메리카주계,남자,2014.36,0
2011,남아메리카주계,여자,2014.36,0
2012,유럽주계,계,2014.36,-
2013,유럽주계,남자,2014.36,314
2014,유럽주계,여자,2014.36,332
2015,오세아니아주계,계,2014.36,-
2016,오세아니아주계,남자,2014.36,0
2017,오세아니아주계,여자,2014.36,0
2018,오세아니아주계,제3의성,2014.36,-
2019,아프리카주계,계,2014.36,-
2020,아프리카주계,남자,2014.36,0
2021,아프리카주계,여자,2014.36,0
2022,기타계,계,2014.36,-
2023,기타계,남자,2014.36,26
2024,기타계,여자,2014.36,14
2025,국적(지역)별(1),성별(1),2014.37,관광상륙(T-1)
2026,총계,계,2014.37,11229
2027,총계,남자,2014.37,4352
2028,총계,여자,2014.37,6877
2029,총계,제3의성,2014.37,-
2030,아시아주계,계,2014.37,-
2031,아시아주계,남자,2014.37,4306
2032,아시아주계,여자,2014.37,6824
2033,북아메리카주계,계,2014.37,-
2034,북아메리카주계,남자,2014.37,26
2035,북아메리카주계,여자,2014.37,34
2036,남아메리카주계,계,2014.37,-
2037,남아메리카주계,남자,2014.37,0
2038,남아메리카주계,여자,2014.37,0
2039,유럽주계,계,2014.37,-
2040,유럽주계,남자,2014.37,11
2041,유럽주계,여자,2014.37,13
2042,오세아니아주계,계,2014.37,-
2043,오세아니아주계,남자,2014.37,9
2044,오세아니아주계,여자,2014.37,6
2045,오세아니아주계,제3의성,2014.37,-
2046,아프리카주계,계,2014.37,-
2047,아프리카주계,남자,2014.37,0
2048,아프리카주계,여자,2014.37,0
2049,기타계,계,2014.37,-
2050,기타계,남자,2014.37,0
2051,기타계,여자,2014.37,0
2052,국적(지역)별(1),성별(1),2014.38,기타(Others)
2053,총계,계,2014.38,49474
2054,총계,남자,2014.38,35773
2055,총계,여자,2014.38,13701
2056,총계,제3의성,2014.38,-
2057,아시아주계,계,2014.38,-
2058,아시아주계,남자,2014.38,136
2059,아시아주계,여자,2014.38,855
2060,북아메리카주계,계,2014.38,-
2061,북아메리카주계,남자,2014.38,35582
2062,북아메리카주계,여자,2014.38,12604
2063,남아메리카주계,계,2014.38,-
2064,남아메리카주계,남자,2014.38,19
2065,남아메리카주계,여자,2014.38,65
2066,유럽주계,계,2014.38,-
2067,유럽주계,남자,2014.38,22
2068,유럽주계,여자,2014.38,134
2069,오세아니아주계,계,2014.38,-
2070,오세아니아주계,남자,2014.38,6
2071,오세아니아주계,여자,2014.38,14
2072,오세아니아주계,제3의성,2014.38,-
2073,아프리카주계,계,2014.38,-
2074,아프리카주계,남자,2014.38,8
2075,아프리카주계,여자,2014.38,29
2076,기타계,계,2014.38,-
2077,기타계,남자,2014.38,0
2078,기타계,여자,2014.38,0
2079,국적(지역)별(1),성별(1),2015,합계
2080,총계,계,2015,1899519
2081,총계,남자,2015,1044986
2082,총계,여자,2015,854533
2083,총계,제3의성,2015,-
2084,아시아주계,계,2015,-
2085,아시아주계,남자,2015,900342
2086,아시아주계,여자,2015,748688
2087,북아메리카주계,계,2015,-
2088,북아메리카주계,남자,2015,94550
2089,북아메리카주계,여자,2015,69287
2090,남아메리카주계,계,2015,-
2091,남아메리카주계,남자,2015,2665
2092,남아메리카주계,여자,2015,2473
2093,유럽주계,계,2015,-
2094,유럽주계,남자,2015,27831
2095,유럽주계,여자,2015,21986
2096,오세아니아주계,계,2015,-
2097,오세아니아주계,남자,2015,8942
2098,오세아니아주계,여자,2015,8306
2099,오세아니아주계,제3의성,2015,-
2100,아프리카주계,계,2015,-
2101,아프리카주계,남자,2015,10526
2102,아프리카주계,여자,2015,3659
2103,기타계,계,2015,-
2104,기타계,남자,2015,130
2105,기타계,여자,2015,134
2106,국적(지역)별(1),성별(1),2015.1,외교(A-1)
2107,총계,계,2015.1,2633
2108,총계,남자,2015.1,1399
2109,총계,여자,2015.1,1234
2110,총계,제3의성,2015.1,-
2111,아시아주계,계,2015.1,-
2112,아시아주계,남자,2015.1,572
2113,아시아주계,여자,2015.1,510
2114,북아메리카주계,계,2015.1,-
2115,북아메리카주계,남자,2015.1,200
2116,북아메리카주계,여자,2015.1,207
2117,남아메리카주계,계,2015.1,-
2118,남아메리카주계,남자,2015.1,97
2119,남아메리카주계,여자,2015.1,84
2120,유럽주계,계,2015.1,-
2121,유럽주계,남자,2015.1,279
2122,유럽주계,여자,2015.1,223
2123,오세아니아주계,계,2015.1,-
2124,오세아니아주계,남자,2015.1,46
2125,오세아니아주계,여자,2015.1,45
2126,오세아니아주계,제3의성,2015.1,-
2127,아프리카주계,계,2015.1,-
2128,아프리카주계,남자,2015.1,204
2129,아프리카주계,여자,2015.1,165
2130,기타계,계,2015.1,-
2131,기타계,남자,2015.1,1
2132,기타계,여자,2015.1,0
2133,국적(지역)별(1),성별(1),2015.2,공무(A-2)
2134,총계,계,2015.2,1813
2135,총계,남자,2015.2,1096
2136,총계,여자,2015.2,717
2137,총계,제3의성,2015.2,-
2138,아시아주계,계,2015.2,-
2139,아시아주계,남자,2015.2,591
2140,아시아주계,여자,2015.2,396
2141,북아메리카주계,계,2015.2,-
2142,북아메리카주계,남자,2015.2,184
2143,북아메리카주계,여자,2015.2,109
2144,남아메리카주계,계,2015.2,-
2145,남아메리카주계,남자,2015.2,59
2146,남아메리카주계,여자,2015.2,31
2147,유럽주계,계,2015.2,-
2148,유럽주계,남자,2015.2,166
2149,유럽주계,여자,2015.2,132
2150,오세아니아주계,계,2015.2,-
2151,오세아니아주계,남자,2015.2,24
2152,오세아니아주계,여자,2015.2,7
2153,오세아니아주계,제3의성,2015.2,-
2154,아프리카주계,계,2015.2,-
2155,아프리카주계,남자,2015.2,60
2156,아프리카주계,여자,2015.2,36
2157,기타계,계,2015.2,-
2158,기타계,남자,2015.2,12
2159,기타계,여자,2015.2,6
2160,국적(지역)별(1),성별(1),2015.3,사증면제(B-1)
2161,총계,계,2015.3,95427
2162,총계,남자,2015.3,48782
2163,총계,여자,2015.3,46645
2164,총계,제3의성,2015.3,-
2165,아시아주계,계,2015.3,-
2166,아시아주계,남자,2015.3,40322
2167,아시아주계,여자,2015.3,40016
2168,북아메리카주계,계,2015.3,-
2169,북아메리카주계,남자,2015.3,181
2170,북아메리카주계,여자,2015.3,141
2171,남아메리카주계,계,2015.3,-
2172,남아메리카주계,남자,2015.3,726
2173,남아메리카주계,여자,2015.3,589
2174,유럽주계,계,2015.3,-
2175,유럽주계,남자,2015.3,6587
2176,유럽주계,여자,2015.3,5011
2177,오세아니아주계,계,2015.3,-
2178,오세아니아주계,남자,2015.3,788
2179,오세아니아주계,여자,2015.3,809
2180,오세아니아주계,제3의성,2015.3,-
2181,아프리카주계,계,2015.3,-
2182,아프리카주계,남자,2015.3,178
2183,아프리카주계,여자,2015.3,79
2184,기타계,계,2015.3,-
2185,기타계,남자,2015.3,0
2186,기타계,여자,2015.3,0
2187,국적(지역)별(1),성별(1),2015.4,관광통과(B-2)
2188,총계,계,2015.4,104287
2189,총계,남자,2015.4,49598
2190,총계,여자,2015.4,54689
2191,총계,제3의성,2015.4,-
2192,아시아주계,계,2015.4,-
2193,아시아주계,남자,2015.4,32868
2194,아시아주계,여자,2015.4,39977
2195,북아메리카주계,계,2015.4,-
2196,북아메리카주계,남자,2015.4,12559
2197,북아메리카주계,여자,2015.4,11643
2198,남아메리카주계,계,2015.4,-
2199,남아메리카주계,남자,2015.4,168
2200,남아메리카주계,여자,2015.4,125
2201,유럽주계,계,2015.4,-
2202,유럽주계,남자,2015.4,120
2203,유럽주계,여자,2015.4,65
2204,오세아니아주계,계,2015.4,-
2205,오세아니아주계,남자,2015.4,2673
2206,오세아니아주계,여자,2015.4,2720
2207,오세아니아주계,제3의성,2015.4,-
2208,아프리카주계,계,2015.4,-
2209,아프리카주계,남자,2015.4,1203
2210,아프리카주계,여자,2015.4,151
2211,기타계,계,2015.4,-
2212,기타계,남자,2015.4,7
2213,기타계,여자,2015.4,8
2214,국적(지역)별(1),성별(1),2015.5,일시취재(C-1)
2215,총계,계,2015.5,23
2216,총계,남자,2015.5,19
2217,총계,여자,2015.5,4
2218,총계,제3의성,2015.5,-
2219,아시아주계,계,2015.5,-
2220,아시아주계,남자,2015.5,13
2221,아시아주계,여자,2015.5,4
2222,북아메리카주계,계,2015.5,-
2223,북아메리카주계,남자,2015.5,1
2224,북아메리카주계,여자,2015.5,0
2225,남아메리카주계,계,2015.5,-
2226,남아메리카주계,남자,2015.5,0
2227,남아메리카주계,여자,2015.5,0
2228,유럽주계,계,2015.5,-
2229,유럽주계,남자,2015.5,4
2230,유럽주계,여자,2015.5,0
2231,오세아니아주계,계,2015.5,-
2232,오세아니아주계,남자,2015.5,0
2233,오세아니아주계,여자,2015.5,0
2234,오세아니아주계,제3의성,2015.5,-
2235,아프리카주계,계,2015.5,-
2236,아프리카주계,남자,2015.5,1
2237,아프리카주계,여자,2015.5,0
2238,기타계,계,2015.5,-
2239,기타계,남자,2015.5,0
2240,기타계,여자,2015.5,0
2241,국적(지역)별(1),성별(1),2015.6,단기방문(C-3)
2242,총계,계,2015.6,154105
2243,총계,남자,2015.6,79919
2244,총계,여자,2015.6,74186
2245,총계,제3의성,2015.6,-
2246,아시아주계,계,2015.6,-
2247,아시아주계,남자,2015.6,77635
2248,아시아주계,여자,2015.6,73148
2249,북아메리카주계,계,2015.6,-
2250,북아메리카주계,남자,2015.6,150
2251,북아메리카주계,여자,2015.6,97
2252,남아메리카주계,계,2015.6,-
2253,남아메리카주계,남자,2015.6,141
2254,남아메리카주계,여자,2015.6,149
2255,유럽주계,계,2015.6,-
2256,유럽주계,남자,2015.6,739
2257,유럽주계,여자,2015.6,620
2258,오세아니아주계,계,2015.6,-
2259,오세아니아주계,남자,2015.6,20
2260,오세아니아주계,여자,2015.6,7
2261,오세아니아주계,제3의성,2015.6,-
2262,아프리카주계,계,2015.6,-
2263,아프리카주계,남자,2015.6,1193
2264,아프리카주계,여자,2015.6,142
2265,기타계,계,2015.6,-
2266,기타계,남자,2015.6,41
2267,기타계,여자,2015.6,23
2268,국적(지역)별(1),성별(1),2015.7,단기취업(C-4)
2269,총계,계,2015.7,685
2270,총계,남자,2015.7,532
2271,총계,여자,2015.7,153
2272,총계,제3의성,2015.7,-
2273,아시아주계,계,2015.7,-
2274,아시아주계,남자,2015.7,430
2275,아시아주계,여자,2015.7,47
2276,북아메리카주계,계,2015.7,-
2277,북아메리카주계,남자,2015.7,26
2278,북아메리카주계,여자,2015.7,28
2279,남아메리카주계,계,2015.7,-
2280,남아메리카주계,남자,2015.7,17
2281,남아메리카주계,여자,2015.7,5
2282,유럽주계,계,2015.7,-
2283,유럽주계,남자,2015.7,41
2284,유럽주계,여자,2015.7,67
2285,오세아니아주계,계,2015.7,-
2286,오세아니아주계,남자,2015.7,11
2287,오세아니아주계,여자,2015.7,3
2288,오세아니아주계,제3의성,2015.7,-
2289,아프리카주계,계,2015.7,-
2290,아프리카주계,남자,2015.7,7
2291,아프리카주계,여자,2015.7,3
2292,기타계,계,2015.7,-
2293,기타계,남자,2015.7,0
2294,기타계,여자,2015.7,0
2295,국적(지역)별(1),성별(1),2015.8,문화예술(D-1)
2296,총계,계,2015.8,75
2297,총계,남자,2015.8,39
2298,총계,여자,2015.8,36
2299,총계,제3의성,2015.8,-
2300,아시아주계,계,2015.8,-
2301,아시아주계,남자,2015.8,30
2302,아시아주계,여자,2015.8,28
2303,북아메리카주계,계,2015.8,-
2304,북아메리카주계,남자,2015.8,1
2305,북아메리카주계,여자,2015.8,1
2306,남아메리카주계,계,2015.8,-
2307,남아메리카주계,남자,2015.8,1
2308,남아메리카주계,여자,2015.8,1
2309,유럽주계,계,2015.8,-
2310,유럽주계,남자,2015.8,7
2311,유럽주계,여자,2015.8,6
2312,오세아니아주계,계,2015.8,-
2313,오세아니아주계,남자,2015.8,0
2314,오세아니아주계,여자,2015.8,0
2315,오세아니아주계,제3의성,2015.8,-
2316,아프리카주계,계,2015.8,-
2317,아프리카주계,남자,2015.8,0
2318,아프리카주계,여자,2015.8,0
2319,기타계,계,2015.8,-
2320,기타계,남자,2015.8,0
2321,기타계,여자,2015.8,0
2322,국적(지역)별(1),성별(1),2015.9,유학(D-2)
2323,총계,계,2015.9,66334
2324,총계,남자,2015.9,28886
2325,총계,여자,2015.9,37448
2326,총계,제3의성,2015.9,-
2327,아시아주계,계,2015.9,-
2328,아시아주계,남자,2015.9,25228
2329,아시아주계,여자,2015.9,34109
2330,북아메리카주계,계,2015.9,-
2331,북아메리카주계,남자,2015.9,526
2332,북아메리카주계,여자,2015.9,549
2333,남아메리카주계,계,2015.9,-
2334,남아메리카주계,남자,2015.9,372
2335,남아메리카주계,여자,2015.9,434
2336,유럽주계,계,2015.9,-
2337,유럽주계,남자,2015.9,1423
2338,유럽주계,여자,2015.9,1776
2339,오세아니아주계,계,2015.9,-
2340,오세아니아주계,남자,2015.9,69
2341,오세아니아주계,여자,2015.9,58
2342,오세아니아주계,제3의성,2015.9,-
2343,아프리카주계,계,2015.9,-
2344,아프리카주계,남자,2015.9,1266
2345,아프리카주계,여자,2015.9,522
2346,기타계,계,2015.9,-
2347,기타계,남자,2015.9,2
2348,기타계,여자,2015.9,0
2349,국적(지역)별(1),성별(1),2015.10,기술연수(D-3)
2350,총계,계,2015.10,3497
2351,총계,남자,2015.10,2413
2352,총계,여자,2015.10,1084
2353,총계,제3의성,2015.10,-
2354,아시아주계,계,2015.10,-
2355,아시아주계,남자,2015.10,2406
2356,아시아주계,여자,2015.10,1083
2357,북아메리카주계,계,2015.10,-
2358,북아메리카주계,남자,2015.10,0
2359,북아메리카주계,여자,2015.10,0
2360,남아메리카주계,계,2015.10,-
2361,남아메리카주계,남자,2015.10,5
2362,남아메리카주계,여자,2015.10,1
2363,유럽주계,계,2015.10,-
2364,유럽주계,남자,2015.10,1
2365,유럽주계,여자,2015.10,0
2366,오세아니아주계,계,2015.10,-
2367,오세아니아주계,남자,2015.10,0
2368,오세아니아주계,여자,2015.10,0
2369,오세아니아주계,제3의성,2015.10,-
2370,아프리카주계,계,2015.10,-
2371,아프리카주계,남자,2015.10,1
2372,아프리카주계,여자,2015.10,0
2373,기타계,계,2015.10,-
2374,기타계,남자,2015.10,0
2375,기타계,여자,2015.10,0
2376,국적(지역)별(1),성별(1),2015.11,일반연수(D-4)
2377,총계,계,2015.11,31810
2378,총계,남자,2015.11,14272
2379,총계,여자,2015.11,17538
2380,총계,제3의성,2015.11,-
2381,아시아주계,계,2015.11,-
2382,아시아주계,남자,2015.11,13445
2383,아시아주계,여자,2015.11,16452
2384,북아메리카주계,계,2015.11,-
2385,북아메리카주계,남자,2015.11,121
2386,북아메리카주계,여자,2015.11,143
2387,남아메리카주계,계,2015.11,-
2388,남아메리카주계,남자,2015.11,99
2389,남아메리카주계,여자,2015.11,159
2390,유럽주계,계,2015.11,-
2391,유럽주계,남자,2015.11,283
2392,유럽주계,여자,2015.11,623
2393,오세아니아주계,계,2015.11,-
2394,오세아니아주계,남자,2015.11,21
2395,오세아니아주계,여자,2015.11,13
2396,오세아니아주계,제3의성,2015.11,-
2397,아프리카주계,계,2015.11,-
2398,아프리카주계,남자,2015.11,301
2399,아프리카주계,여자,2015.11,148
2400,기타계,계,2015.11,-
2401,기타계,남자,2015.11,2
2402,기타계,여자,2015.11,0
2403,국적(지역)별(1),성별(1),2015.12,취재(D-5)
2404,총계,계,2015.12,91
2405,총계,남자,2015.12,80
2406,총계,여자,2015.12,11
2407,총계,제3의성,2015.12,-
2408,아시아주계,계,2015.12,-
2409,아시아주계,남자,2015.12,53
2410,아시아주계,여자,2015.12,8
2411,북아메리카주계,계,2015.12,-
2412,북아메리카주계,남자,2015.12,8
2413,북아메리카주계,여자,2015.12,1
2414,남아메리카주계,계,2015.12,-
2415,남아메리카주계,남자,2015.12,0
2416,남아메리카주계,여자,2015.12,0
2417,유럽주계,계,2015.12,-
2418,유럽주계,남자,2015.12,16
2419,유럽주계,여자,2015.12,2
2420,오세아니아주계,계,2015.12,-
2421,오세아니아주계,남자,2015.12,3
2422,오세아니아주계,여자,2015.12,0
2423,오세아니아주계,제3의성,2015.12,-
2424,아프리카주계,계,2015.12,-
2425,아프리카주계,남자,2015.12,0
2426,아프리카주계,여자,2015.12,0
2427,기타계,계,2015.12,-
2428,기타계,남자,2015.12,0
2429,기타계,여자,2015.12,0
2430,국적(지역)별(1),성별(1),2015.13,종교(D-6)
2431,총계,계,2015.13,1727
2432,총계,남자,2015.13,1057
2433,총계,여자,2015.13,670
2434,총계,제3의성,2015.13,-
2435,아시아주계,계,2015.13,-
2436,아시아주계,남자,2015.13,435
2437,아시아주계,여자,2015.13,357
2438,북아메리카주계,계,2015.13,-
2439,북아메리카주계,남자,2015.13,444
2440,북아메리카주계,여자,2015.13,192
2441,남아메리카주계,계,2015.13,-
2442,남아메리카주계,남자,2015.13,30
2443,남아메리카주계,여자,2015.13,30
2444,유럽주계,계,2015.13,-
2445,유럽주계,남자,2015.13,102
2446,유럽주계,여자,2015.13,64
2447,오세아니아주계,계,2015.13,-
2448,오세아니아주계,남자,2015.13,13
2449,오세아니아주계,여자,2015.13,16
2450,오세아니아주계,제3의성,2015.13,-
2451,아프리카주계,계,2015.13,-
2452,아프리카주계,남자,2015.13,32
2453,아프리카주계,여자,2015.13,11
2454,기타계,계,2015.13,-
2455,기타계,남자,2015.13,1
2456,기타계,여자,2015.13,0
2457,국적(지역)별(1),성별(1),2015.14,주재(D-7)
2458,총계,계,2015.14,1492
2459,총계,남자,2015.14,1351
2460,총계,여자,2015.14,141
2461,총계,제3의성,2015.14,-
2462,아시아주계,계,2015.14,-
2463,아시아주계,남자,2015.14,904
2464,아시아주계,여자,2015.14,111
2465,북아메리카주계,계,2015.14,-
2466,북아메리카주계,남자,2015.14,155
2467,북아메리카주계,여자,2015.14,9
2468,남아메리카주계,계,2015.14,-
2469,남아메리카주계,남자,2015.14,10
2470,남아메리카주계,여자,2015.14,1
2471,유럽주계,계,2015.14,-
2472,유럽주계,남자,2015.14,248
2473,유럽주계,여자,2015.14,19
2474,오세아니아주계,계,2015.14,-
2475,오세아니아주계,남자,2015.14,25
2476,오세아니아주계,여자,2015.14,0
2477,오세아니아주계,제3의성,2015.14,-
2478,아프리카주계,계,2015.14,-
2479,아프리카주계,남자,2015.14,9
2480,아프리카주계,여자,2015.14,1
2481,기타계,계,2015.14,-
2482,기타계,남자,2015.14,0
2483,기타계,여자,2015.14,0
2484,국적(지역)별(1),성별(1),2015.15,기업투자(D-8)
2485,총계,계,2015.15,5924
2486,총계,남자,2015.15,5344
2487,총계,여자,2015.15,580
2488,총계,제3의성,2015.15,-
2489,아시아주계,계,2015.15,-
2490,아시아주계,남자,2015.15,3858
2491,아시아주계,여자,2015.15,446
2492,북아메리카주계,계,2015.15,-
2493,북아메리카주계,남자,2015.15,269
2494,북아메리카주계,여자,2015.15,38
2495,남아메리카주계,계,2015.15,-
2496,남아메리카주계,남자,2015.15,19
2497,남아메리카주계,여자,2015.15,3
2498,유럽주계,계,2015.15,-
2499,유럽주계,남자,2015.15,920
2500,유럽주계,여자,2015.15,78
2501,오세아니아주계,계,2015.15,-
2502,오세아니아주계,남자,2015.15,74
2503,오세아니아주계,여자,2015.15,1
2504,오세아니아주계,제3의성,2015.15,-
2505,아프리카주계,계,2015.15,-
2506,아프리카주계,남자,2015.15,204
2507,아프리카주계,여자,2015.15,14
2508,기타계,계,2015.15,-
2509,기타계,남자,2015.15,0
2510,기타계,여자,2015.15,0
2511,국적(지역)별(1),성별(1),2015.16,무역경영(D-9)
2512,총계,계,2015.16,7236
2513,총계,남자,2015.16,6857
2514,총계,여자,2015.16,379
2515,총계,제3의성,2015.16,-
2516,아시아주계,계,2015.16,-
2517,아시아주계,남자,2015.16,2010
2518,아시아주계,여자,2015.16,183
2519,북아메리카주계,계,2015.16,-
2520,북아메리카주계,남자,2015.16,569
2521,북아메리카주계,여자,2015.16,20
2522,남아메리카주계,계,2015.16,-
2523,남아메리카주계,남자,2015.16,46
2524,남아메리카주계,여자,2015.16,5
2525,유럽주계,계,2015.16,-
2526,유럽주계,남자,2015.16,3320
2527,유럽주계,여자,2015.16,131
2528,오세아니아주계,계,2015.16,-
2529,오세아니아주계,남자,2015.16,524
2530,오세아니아주계,여자,2015.16,21
2531,오세아니아주계,제3의성,2015.16,-
2532,아프리카주계,계,2015.16,-
2533,아프리카주계,남자,2015.16,388
2534,아프리카주계,여자,2015.16,19
2535,기타계,계,2015.16,-
2536,기타계,남자,2015.16,0
2537,기타계,여자,2015.16,0
2538,국적(지역)별(1),성별(1),2015.17,구직(D-10)
2539,총계,계,2015.17,5262
2540,총계,남자,2015.17,2397
2541,총계,여자,2015.17,2865
2542,총계,제3의성,2015.17,-
2543,아시아주계,계,2015.17,-
2544,아시아주계,남자,2015.17,2030
2545,아시아주계,여자,2015.17,2645
2546,북아메리카주계,계,2015.17,-
2547,북아메리카주계,남자,2015.17,149
2548,북아메리카주계,여자,2015.17,82
2549,남아메리카주계,계,2015.17,-
2550,남아메리카주계,남자,2015.17,12
2551,남아메리카주계,여자,2015.17,7
2552,유럽주계,계,2015.17,-
2553,유럽주계,남자,2015.17,73
2554,유럽주계,여자,2015.17,69
2555,오세아니아주계,계,2015.17,-
2556,오세아니아주계,남자,2015.17,6
2557,오세아니아주계,여자,2015.17,4
2558,오세아니아주계,제3의성,2015.17,-
2559,아프리카주계,계,2015.17,-
2560,아프리카주계,남자,2015.17,127
2561,아프리카주계,여자,2015.17,58
2562,기타계,계,2015.17,-
2563,기타계,남자,2015.17,0
2564,기타계,여자,2015.17,0
2565,국적(지역)별(1),성별(1),2015.18,교수(E-1)
2566,총계,계,2015.18,2612
2567,총계,남자,2015.18,1887
2568,총계,여자,2015.18,725
2569,총계,제3의성,2015.18,-
2570,아시아주계,계,2015.18,-
2571,아시아주계,남자,2015.18,598
2572,아시아주계,여자,2015.18,338
2573,북아메리카주계,계,2015.18,-
2574,북아메리카주계,남자,2015.18,761
2575,북아메리카주계,여자,2015.18,233
2576,남아메리카주계,계,2015.18,-
2577,남아메리카주계,남자,2015.18,13
2578,남아메리카주계,여자,2015.18,12
2579,유럽주계,계,2015.18,-
2580,유럽주계,남자,2015.18,403
2581,유럽주계,여자,2015.18,105
2582,오세아니아주계,계,2015.18,-
2583,오세아니아주계,남자,2015.18,65
2584,오세아니아주계,여자,2015.18,22
2585,오세아니아주계,제3의성,2015.18,-
2586,아프리카주계,계,2015.18,-
2587,아프리카주계,남자,2015.18,47
2588,아프리카주계,여자,2015.18,15
2589,기타계,계,2015.18,-
2590,기타계,남자,2015.18,0
2591,기타계,여자,2015.18,0
2592,국적(지역)별(1),성별(1),2015.19,회화(E-2)
2593,총계,계,2015.19,16144
2594,총계,남자,2015.19,7883
2595,총계,여자,2015.19,8261
2596,총계,제3의성,2015.19,-
2597,아시아주계,계,2015.19,-
2598,아시아주계,남자,2015.19,136
2599,아시아주계,여자,2015.19,1228
2600,북아메리카주계,계,2015.19,-
2601,북아메리카주계,남자,2015.19,5402
2602,북아메리카주계,여자,2015.19,5300
2603,남아메리카주계,계,2015.19,-
2604,남아메리카주계,남자,2015.19,4
2605,남아메리카주계,여자,2015.19,8
2606,유럽주계,계,2015.19,-
2607,유럽주계,남자,2015.19,1494
2608,유럽주계,여자,2015.19,745
2609,오세아니아주계,계,2015.19,-
2610,오세아니아주계,남자,2015.19,338
2611,오세아니아주계,여자,2015.19,256
2612,오세아니아주계,제3의성,2015.19,-
2613,아프리카주계,계,2015.19,-
2614,아프리카주계,남자,2015.19,509
2615,아프리카주계,여자,2015.19,724
2616,기타계,계,2015.19,-
2617,기타계,남자,2015.19,0
2618,기타계,여자,2015.19,0
2619,국적(지역)별(1),성별(1),2015.20,연구(E-3)
2620,총계,계,2015.20,3145
2621,총계,남자,2015.20,2739
2622,총계,여자,2015.20,406
2623,총계,제3의성,2015.20,-
2624,아시아주계,계,2015.20,-
2625,아시아주계,남자,2015.20,2269
2626,아시아주계,여자,2015.20,358
2627,북아메리카주계,계,2015.20,-
2628,북아메리카주계,남자,2015.20,96
2629,북아메리카주계,여자,2015.20,10
2630,남아메리카주계,계,2015.20,-
2631,남아메리카주계,남자,2015.20,14
2632,남아메리카주계,여자,2015.20,1
2633,유럽주계,계,2015.20,-
2634,유럽주계,남자,2015.20,306
2635,유럽주계,여자,2015.20,28
2636,오세아니아주계,계,2015.20,-
2637,오세아니아주계,남자,2015.20,9
2638,오세아니아주계,여자,2015.20,1
2639,오세아니아주계,제3의성,2015.20,-
2640,아프리카주계,계,2015.20,-
2641,아프리카주계,남자,2015.20,45
2642,아프리카주계,여자,2015.20,8
2643,기타계,계,2015.20,-
2644,기타계,남자,2015.20,0
2645,기타계,여자,2015.20,0
2646,국적(지역)별(1),성별(1),2015.21,기술지도(E-4)
2647,총계,계,2015.21,192
2648,총계,남자,2015.21,189
2649,총계,여자,2015.21,3
2650,총계,제3의성,2015.21,-
2651,아시아주계,계,2015.21,-
2652,아시아주계,남자,2015.21,28
2653,아시아주계,여자,2015.21,0
2654,북아메리카주계,계,2015.21,-
2655,북아메리카주계,남자,2015.21,96
2656,북아메리카주계,여자,2015.21,2
2657,남아메리카주계,계,2015.21,-
2658,남아메리카주계,남자,2015.21,4
2659,남아메리카주계,여자,2015.21,0
2660,유럽주계,계,2015.21,-
2661,유럽주계,남자,2015.21,44
2662,유럽주계,여자,2015.21,1
2663,오세아니아주계,계,2015.21,-
2664,오세아니아주계,남자,2015.21,14
2665,오세아니아주계,여자,2015.21,0
2666,오세아니아주계,제3의성,2015.21,-
2667,아프리카주계,계,2015.21,-
2668,아프리카주계,남자,2015.21,3
2669,아프리카주계,여자,2015.21,0
2670,기타계,계,2015.21,-
2671,기타계,남자,2015.21,0
2672,기타계,여자,2015.21,0
2673,국적(지역)별(1),성별(1),2015.22,전문직업(E-5)
2674,총계,계,2015.22,606
2675,총계,남자,2015.22,602
2676,총계,여자,2015.22,4
2677,총계,제3의성,2015.22,-
2678,아시아주계,계,2015.22,-
2679,아시아주계,남자,2015.22,151
2680,아시아주계,여자,2015.22,0
2681,북아메리카주계,계,2015.22,-
2682,북아메리카주계,남자,2015.22,121
2683,북아메리카주계,여자,2015.22,1
2684,남아메리카주계,계,2015.22,-
2685,남아메리카주계,남자,2015.22,75
2686,남아메리카주계,여자,2015.22,1
2687,유럽주계,계,2015.22,-
2688,유럽주계,남자,2015.22,213
2689,유럽주계,여자,2015.22,2
2690,오세아니아주계,계,2015.22,-
2691,오세아니아주계,남자,2015.22,31
2692,오세아니아주계,여자,2015.22,0
2693,오세아니아주계,제3의성,2015.22,-
2694,아프리카주계,계,2015.22,-
2695,아프리카주계,남자,2015.22,11
2696,아프리카주계,여자,2015.22,0
2697,기타계,계,2015.22,-
2698,기타계,남자,2015.22,0
2699,기타계,여자,2015.22,0
2700,국적(지역)별(1),성별(1),2015.23,예술흥행(E-6)
2701,총계,계,2015.23,4924
2702,총계,남자,2015.23,1113
2703,총계,여자,2015.23,3811
